Experiment,Val,Trial,Reward,Steps,RunTime
epsilon_decay,0.75,0,-224.90279656817282,106,7493.0
epsilon_decay,0.75,1,-241.192994386125,88,7493.0
epsilon_decay,0.75,2,-566.5229800136199,226,7493.0
epsilon_decay,0.75,3,-283.59597193312413,116,7493.0
epsilon_decay,0.75,4,-458.4001321095162,94,7493.0
epsilon_decay,0.75,5,-95.33988100228048,176,7493.0
epsilon_decay,0.75,6,-663.7713758776204,215,7493.0
epsilon_decay,0.75,7,-108.56415745650044,219,7493.0
epsilon_decay,0.75,8,-470.34053950526675,392,7493.0
epsilon_decay,0.75,9,-701.2032709295761,317,7493.0
epsilon_decay,0.75,10,-490.7207898985151,211,7493.0
epsilon_decay,0.75,11,-503.6662821548688,233,7493.0
epsilon_decay,0.75,12,-539.1914504720233,211,7493.0
epsilon_decay,0.75,13,-198.86117870049026,268,7493.0
epsilon_decay,0.75,14,-773.294128561244,397,7493.0
epsilon_decay,0.75,15,-1062.754106349053,322,7493.0
epsilon_decay,0.75,16,-544.7237276297997,489,7493.0
epsilon_decay,0.75,17,-310.15837996480246,396,7493.0
epsilon_decay,0.75,18,-578.8505251571175,629,7493.0
epsilon_decay,0.75,19,-691.9371721183078,309,7493.0
epsilon_decay,0.75,20,-428.063463072676,275,7493.0
epsilon_decay,0.75,21,-108.44127559556142,398,7493.0
epsilon_decay,0.75,22,-138.49665759517347,346,7493.0
epsilon_decay,0.75,23,-50.404652389108165,391,7493.0
epsilon_decay,0.75,24,-294.1415376331421,284,7493.0
epsilon_decay,0.75,25,-218.71657624210002,370,7493.0
epsilon_decay,0.75,26,-118.09979203174159,477,7493.0
epsilon_decay,0.75,27,192.7934685028144,637,7493.0
epsilon_decay,0.75,28,-165.15678587061842,273,7493.0
epsilon_decay,0.75,29,-60.680772178706334,518,7493.0
epsilon_decay,0.75,30,197.58664830619225,526,7493.0
epsilon_decay,0.75,31,-83.58409946716972,221,7493.0
epsilon_decay,0.75,32,-231.00909968787758,350,7493.0
epsilon_decay,0.75,33,-3.3094063030141427,278,7493.0
epsilon_decay,0.75,34,-116.26468156841506,523,7493.0
epsilon_decay,0.75,35,-267.1458961008542,272,7493.0
epsilon_decay,0.75,36,-221.25451531977785,287,7493.0
epsilon_decay,0.75,37,-40.98083193577404,286,7493.0
epsilon_decay,0.75,38,-178.1989575437624,324,7493.0
epsilon_decay,0.75,39,-34.283735582645335,282,7493.0
epsilon_decay,0.75,40,-160.37220110626694,174,7493.0
epsilon_decay,0.75,41,-181.8016251418915,290,7493.0
epsilon_decay,0.75,42,-348.99503784411377,456,7493.0
epsilon_decay,0.75,43,-47.87255275191755,263,7493.0
epsilon_decay,0.75,44,-241.1838051161741,281,7493.0
epsilon_decay,0.75,45,-195.1583690570119,248,7493.0
epsilon_decay,0.75,46,-43.15354886597339,261,7493.0
epsilon_decay,0.75,47,-335.0170517149111,376,7493.0
epsilon_decay,0.75,48,-204.17721951367395,323,7493.0
epsilon_decay,0.75,49,-258.66207462680404,324,7493.0
epsilon_decay,0.75,50,-245.50242147011994,311,7493.0
epsilon_decay,0.75,51,-72.96305862435607,194,7493.0
epsilon_decay,0.75,52,-206.25853073967843,228,7493.0
epsilon_decay,0.75,53,-216.78667670896874,324,7493.0
epsilon_decay,0.75,54,-138.98115132312878,100,7493.0
epsilon_decay,0.75,55,-308.85663472413165,480,7493.0
epsilon_decay,0.75,56,-226.35433063710616,308,7493.0
epsilon_decay,0.75,57,-235.4894707032613,294,7493.0
epsilon_decay,0.75,58,-226.4786863556643,310,7493.0
epsilon_decay,0.75,59,-471.3912880009154,842,7493.0
epsilon_decay,0.75,60,-322.29967521324875,549,7493.0
epsilon_decay,0.75,61,-164.07303742222467,543,7493.0
epsilon_decay,0.75,62,-109.60011795777876,83,7493.0
epsilon_decay,0.75,63,-86.42784259816636,239,7493.0
epsilon_decay,0.75,64,-203.39049705742178,250,7493.0
epsilon_decay,0.75,65,-219.50617743202844,553,7493.0
epsilon_decay,0.75,66,-161.37552812211473,610,7493.0
epsilon_decay,0.75,67,-54.510277704599744,342,7493.0
epsilon_decay,0.75,68,-239.22474792426758,552,7493.0
epsilon_decay,0.75,69,-240.60837016166846,384,7493.0
epsilon_decay,0.75,70,-55.39233207757589,490,7493.0
epsilon_decay,0.75,71,189.36674101657812,458,7493.0
epsilon_decay,0.75,72,-49.36545513189628,389,7493.0
epsilon_decay,0.75,73,-21.837649538626337,302,7493.0
epsilon_decay,0.75,74,-45.90897462632264,307,7493.0
epsilon_decay,0.75,75,-242.6474461622705,603,7493.0
epsilon_decay,0.75,76,-220.19046024052275,1000,7493.0
epsilon_decay,0.75,77,-43.30322713454882,320,7493.0
epsilon_decay,0.75,78,-46.62924134298507,277,7493.0
epsilon_decay,0.75,79,2.0406108182432092,336,7493.0
epsilon_decay,0.75,80,-34.304164690177856,327,7493.0
epsilon_decay,0.75,81,-66.79012748726949,358,7493.0
epsilon_decay,0.75,82,-34.59320926117587,173,7493.0
epsilon_decay,0.75,83,-87.8998552987018,428,7493.0
epsilon_decay,0.75,84,-220.14520355444762,429,7493.0
epsilon_decay,0.75,85,-243.39617357743234,341,7493.0
epsilon_decay,0.75,86,-203.96879999503037,701,7493.0
epsilon_decay,0.75,87,-118.06448720842701,541,7493.0
epsilon_decay,0.75,88,-185.94001053964524,375,7493.0
epsilon_decay,0.75,89,23.54473811646777,302,7493.0
epsilon_decay,0.75,90,-248.27270340788297,372,7493.0
epsilon_decay,0.75,91,7.5978553571401335,293,7493.0
epsilon_decay,0.75,92,-41.73948542075496,311,7493.0
epsilon_decay,0.75,93,-228.0006407853446,417,7493.0
epsilon_decay,0.75,94,-214.34196071159545,390,7493.0
epsilon_decay,0.75,95,-208.47321450721222,293,7493.0
epsilon_decay,0.75,96,245.01953791344908,501,7493.0
epsilon_decay,0.75,97,-66.24923736652308,366,7493.0
epsilon_decay,0.75,98,-123.40957258643391,547,7493.0
epsilon_decay,0.75,99,-29.823141800120325,346,7493.0
epsilon_decay,0.75,100,198.31672288131352,678,7493.0
epsilon_decay,0.75,101,-75.70643798643333,385,7493.0
epsilon_decay,0.75,102,-204.72773186598613,323,7493.0
epsilon_decay,0.75,103,-31.102267217482876,389,7493.0
epsilon_decay,0.75,104,-32.29646119908999,315,7493.0
epsilon_decay,0.75,105,-257.33071904643,506,7493.0
epsilon_decay,0.75,106,-182.64817520076917,291,7493.0
epsilon_decay,0.75,107,-28.618663387839092,301,7493.0
epsilon_decay,0.75,108,-206.13475743278156,588,7493.0
epsilon_decay,0.75,109,257.2553106968924,378,7493.0
epsilon_decay,0.75,110,-59.966180996098345,1000,7493.0
