Experiment,Val,Trial,Reward,Steps,RunTime
Default_v2,NA,0,-144.9560293312479,76,9288.0
Default_v2,NA,1,-404.1327574128238,73,9288.0
Default_v2,NA,2,-371.60796213710245,54,9288.0
Default_v2,NA,3,-10.516295843846493,85,9288.0
Default_v2,NA,4,-359.8469697294813,73,9288.0
Default_v2,NA,5,-202.82316804201122,121,9288.0
Default_v2,NA,6,-130.66479064316516,101,9288.0
Default_v2,NA,7,-134.92915204588655,79,9288.0
Default_v2,NA,8,-136.52157260610338,90,9288.0
Default_v2,NA,9,-251.28544407243544,118,9288.0
Default_v2,NA,10,-245.91887828452806,94,9288.0
Default_v2,NA,11,-127.53640485685881,228,9288.0
Default_v2,NA,12,-67.20651722080562,318,9288.0
Default_v2,NA,13,-199.24297935408404,136,9288.0
Default_v2,NA,14,-259.5285994254819,914,9288.0
Default_v2,NA,15,-208.55718414274813,294,9288.0
Default_v2,NA,16,-355.81938997230355,799,9288.0
Default_v2,NA,17,-137.45051106708567,1000,9288.0
Default_v2,NA,18,-129.51417665409053,1000,9288.0
Default_v2,NA,19,-285.91226783864994,144,9288.0
Default_v2,NA,20,-113.82221205850863,179,9288.0
Default_v2,NA,21,-219.09589303712792,869,9288.0
Default_v2,NA,22,-66.7299431703459,182,9288.0
Default_v2,NA,23,-65.54459286238247,264,9288.0
Default_v2,NA,24,-218.4588945781008,204,9288.0
Default_v2,NA,25,-123.4609668836255,264,9288.0
Default_v2,NA,26,-44.11125884364646,283,9288.0
Default_v2,NA,27,-220.64417140674817,161,9288.0
Default_v2,NA,28,-43.76109071556263,274,9288.0
Default_v2,NA,29,-254.37490831627986,288,9288.0
Default_v2,NA,30,-151.02378344149156,281,9288.0
Default_v2,NA,31,-154.75978928727454,195,9288.0
Default_v2,NA,32,-155.44969598435648,217,9288.0
Default_v2,NA,33,-71.73818338274552,290,9288.0
Default_v2,NA,34,-63.30710320216335,223,9288.0
Default_v2,NA,35,-305.0729959684485,202,9288.0
Default_v2,NA,36,-102.16701861683983,222,9288.0
Default_v2,NA,37,-30.54478312502677,388,9288.0
Default_v2,NA,38,-142.56422173547338,359,9288.0
Default_v2,NA,39,-45.0523670767646,527,9288.0
Default_v2,NA,40,-59.034252767192626,309,9288.0
Default_v2,NA,41,-217.0164449206555,249,9288.0
Default_v2,NA,42,-169.67582670734572,195,9288.0
Default_v2,NA,43,-233.7014376547695,369,9288.0
Default_v2,NA,44,-75.74710117314177,129,9288.0
Default_v2,NA,45,-115.31036949231309,714,9288.0
Default_v2,NA,46,-146.11379041393224,345,9288.0
Default_v2,NA,47,-4.301804305079571,265,9288.0
Default_v2,NA,48,-237.14315103174653,385,9288.0
Default_v2,NA,49,138.283952556599,1000,9288.0
Default_v2,NA,50,-500.21065100314115,449,9288.0
Default_v2,NA,51,158.7384079737734,529,9288.0
Default_v2,NA,52,-247.28292441347782,599,9288.0
Default_v2,NA,53,-4.102204317172578,313,9288.0
Default_v2,NA,54,-113.53051101212246,608,9288.0
Default_v2,NA,55,-300.7867432241404,707,9288.0
Default_v2,NA,56,-352.73139620455794,403,9288.0
Default_v2,NA,57,-154.08236818940827,221,9288.0
Default_v2,NA,58,-150.63645045797705,1000,9288.0
Default_v2,NA,59,-351.60917695550603,331,9288.0
Default_v2,NA,60,-160.69981550655086,903,9288.0
Default_v2,NA,61,-169.75069209413505,225,9288.0
Default_v2,NA,62,-161.15869454272928,888,9288.0
Default_v2,NA,63,-126.60408603640093,1000,9288.0
Default_v2,NA,64,-79.9735164837374,252,9288.0
Default_v2,NA,65,-248.110427460575,321,9288.0
Default_v2,NA,66,-155.17003465084477,1000,9288.0
Default_v2,NA,67,-200.0486572646703,574,9288.0
Default_v2,NA,68,-226.55875110218756,944,9288.0
Default_v2,NA,69,-174.03587906492513,1000,9288.0
Default_v2,NA,70,-86.1492674519751,378,9288.0
