Experiment,Val,Trial,Reward,Steps,RunTime
Default,NA,0,-413.58199181068625,88,12161.0
Default,NA,1,-377.5639193566604,83,12161.0
Default,NA,2,-133.52066998292588,75,12161.0
Default,NA,3,-96.43143744217264,50,12161.0
Default,NA,4,-135.9410941281347,55,12161.0
Default,NA,5,-143.090533161755,56,12161.0
Default,NA,6,-473.6043911839781,85,12161.0
Default,NA,7,-433.52931592536004,93,12161.0
Default,NA,8,-321.4607801496379,151,12161.0
Default,NA,9,-162.77703200010404,74,12161.0
Default,NA,10,-192.59337117066897,84,12161.0
Default,NA,11,-161.86580784884825,84,12161.0
Default,NA,12,-156.0971495180504,73,12161.0
Default,NA,13,-287.87028466228406,157,12161.0
Default,NA,14,-2.271250797763358,97,12161.0
Default,NA,15,-329.46527576805295,985,12161.0
Default,NA,16,-133.71844242006114,300,12161.0
Default,NA,17,-137.84710407543457,1000,12161.0
Default,NA,18,-411.35344825001556,197,12161.0
Default,NA,19,-403.97756497098385,635,12161.0
Default,NA,20,-175.41821860590133,146,12161.0
Default,NA,21,-365.9820231583746,243,12161.0
Default,NA,22,-142.79865402441658,126,12161.0
Default,NA,23,-82.04104477066183,120,12161.0
Default,NA,24,-173.64379278079775,189,12161.0
Default,NA,25,-134.3019914418077,204,12161.0
Default,NA,26,-143.80115630082082,158,12161.0
Default,NA,27,-106.9601910503783,182,12161.0
Default,NA,28,-90.7356815132357,173,12161.0
Default,NA,29,-123.5020662244691,168,12161.0
Default,NA,30,-273.26313447488764,248,12161.0
Default,NA,31,-148.4150955193441,136,12161.0
Default,NA,32,-374.81848721212265,197,12161.0
Default,NA,33,-147.17356550786928,156,12161.0
Default,NA,34,-140.81736990193886,141,12161.0
Default,NA,35,-129.27696671630702,118,12161.0
Default,NA,36,-409.1604109041228,242,12161.0
Default,NA,37,-194.39772307222043,205,12161.0
Default,NA,38,-104.51155844669401,115,12161.0
Default,NA,39,-198.65554007311613,168,12161.0
Default,NA,40,-337.31194535712837,161,12161.0
Default,NA,41,-257.48733787840797,189,12161.0
Default,NA,42,-31.914351777278625,167,12161.0
Default,NA,43,-117.66064244283726,167,12161.0
Default,NA,44,-132.16837157170525,180,12161.0
Default,NA,45,-122.6004858877758,181,12161.0
Default,NA,46,-95.78863045061745,171,12161.0
Default,NA,47,-171.96263657288353,181,12161.0
Default,NA,48,-24.291792877104925,193,12161.0
Default,NA,49,-136.818237438577,164,12161.0
Default,NA,50,-81.91229895736738,128,12161.0
Default,NA,51,-224.8799867253664,180,12161.0
Default,NA,52,-218.1534417018526,226,12161.0
Default,NA,53,-292.3217827870583,182,12161.0
Default,NA,54,-120.13650924326157,145,12161.0
Default,NA,55,-346.769294714646,220,12161.0
Default,NA,56,-187.18627113532386,387,12161.0
Default,NA,57,-187.42636399806022,181,12161.0
Default,NA,58,-296.09791981768853,371,12161.0
Default,NA,59,-175.13165501458337,325,12161.0
Default,NA,60,-74.39433424555446,113,12161.0
Default,NA,61,-106.24122939937138,118,12161.0
Default,NA,62,-145.42411018477065,255,12161.0
Default,NA,63,-117.16593592894475,287,12161.0
Default,NA,64,-86.8115706809628,234,12161.0
Default,NA,65,38.72570623674824,197,12161.0
Default,NA,66,-146.54979744928724,358,12161.0
Default,NA,67,-167.06319328193948,596,12161.0
Default,NA,68,-198.5963239851567,400,12161.0
Default,NA,69,-106.38893001631298,199,12161.0
Default,NA,70,-183.46074867663916,709,12161.0
Default,NA,71,-174.33702818335786,472,12161.0
Default,NA,72,-387.568656046975,617,12161.0
Default,NA,73,-140.8885272175258,460,12161.0
Default,NA,74,-194.98715772986253,225,12161.0
Default,NA,75,-134.54780652138385,429,12161.0
Default,NA,76,-117.34156620149274,301,12161.0
Default,NA,77,-306.30388799926106,700,12161.0
Default,NA,78,-104.11793660651843,345,12161.0
Default,NA,79,-180.44740712155755,299,12161.0
Default,NA,80,-352.20689122244016,915,12161.0
Default,NA,81,-120.17626663993482,203,12161.0
Default,NA,82,-221.5266112505172,518,12161.0
Default,NA,83,-299.82281461853586,961,12161.0
Default,NA,84,-106.54463748734112,1000,12161.0
Default,NA,85,-186.85125502995754,1000,12161.0
Default,NA,86,-79.7824497391016,296,12161.0
Default,NA,87,-180.67483276302917,1000,12161.0
Default,NA,88,-172.7265390804817,1000,12161.0
Default,NA,89,-46.59331485595427,501,12161.0
Default,NA,90,-22.550621676163686,368,12161.0
Default,NA,91,-135.3072681755088,366,12161.0
Default,NA,92,-71.61983529966187,284,12161.0
Default,NA,93,-74.1743495905063,318,12161.0
Default,NA,94,-157.02952652162486,79,12161.0
Default,NA,95,-71.72848381508143,295,12161.0
Default,NA,96,-80.28655611015046,300,12161.0
Default,NA,97,-151.65281408555228,81,12161.0
Default,NA,98,-156.124045674319,1000,12161.0
Default,NA,99,-81.87857043517229,298,12161.0
Default,NA,100,-174.1274683290546,1000,12161.0
Default,NA,101,-130.55234589904606,1000,12161.0
Default,NA,102,-177.04362606845012,1000,12161.0
Default,NA,103,-155.00507668373876,142,12161.0
Default,NA,104,-24.34792330640242,182,12161.0
Default,NA,105,-164.08193723323447,1000,12161.0
Default,NA,106,-168.693590735603,1000,12161.0
Default,NA,107,-91.76560257507234,185,12161.0
Default,NA,108,-188.68275241589714,1000,12161.0
Default,NA,109,-182.00348096173812,1000,12161.0
Default,NA,110,-241.44308881777368,837,12161.0
Default,NA,111,-196.80639155155362,1000,12161.0
Default,NA,112,-188.4825127616243,1000,12161.0
Default,NA,113,-304.7466187633422,748,12161.0
Default,NA,114,-129.48724529790093,1000,12161.0
Default,NA,115,-189.98913818856155,1000,12161.0
Default,NA,116,-78.75739749878812,290,12161.0
Default,NA,117,-134.93781459207992,1000,12161.0
Default,NA,118,-164.80332504735478,1000,12161.0
Default,NA,119,-110.06682085777157,309,12161.0
Default,NA,120,-173.00175549689502,1000,12161.0
Default,NA,121,-84.12685883519015,188,12161.0
Default,NA,122,-139.50786288612855,1000,12161.0
Default,NA,123,-175.8248737663292,1000,12161.0
Default,NA,124,-81.19314259299686,1000,12161.0
Default,NA,125,-98.94625548680078,1000,12161.0
Default,NA,126,-226.26951797348516,1000,12161.0
Default,NA,127,-164.00622149562952,1000,12161.0
Default,NA,128,-103.89001474363609,1000,12161.0
Default,NA,129,-179.14331588540745,1000,12161.0
Default,NA,130,-189.20185852095827,830,12161.0
Default,NA,131,-226.86005020821392,710,12161.0
Default,NA,132,-157.0036916061244,1000,12161.0
Default,NA,133,-237.97345750431768,610,12161.0
Default,NA,134,-88.82603115729135,245,12161.0
Default,NA,135,-136.7027121491872,1000,12161.0
Default,NA,136,-141.20772916750994,1000,12161.0
Default,NA,137,-114.18442239479735,1000,12161.0
Default,NA,138,-99.66414812994205,1000,12161.0
Default,NA,139,-80.1986421759823,1000,12161.0
Default,NA,140,-161.40352253200098,1000,12161.0
Default,NA,141,-117.15963915348706,1000,12161.0
Default,NA,142,-161.8085668939028,1000,12161.0
Default,NA,143,-99.67019020623839,1000,12161.0
Default,NA,144,-174.707015641789,1000,12161.0
Default,NA,145,-211.58414408244238,1000,12161.0
Default,NA,146,-137.0561607726631,1000,12161.0
Default,NA,147,-103.88486008212895,1000,12161.0
Default,NA,148,-77.4880939107548,1000,12161.0
Default,NA,149,-232.41494214525295,726,12161.0
Default,NA,150,-203.25459185653614,1000,12161.0
Default,NA,151,-136.7661090817154,1000,12161.0
Default,NA,152,-180.8161990741331,1000,12161.0
Default,NA,153,-128.27780269222308,1000,12161.0
Default,NA,154,-136.9928638473277,1000,12161.0
Default,NA,155,-168.16741912894696,1000,12161.0
Default,NA,156,-131.59238169700944,1000,12161.0
Default,NA,157,-163.5919846883663,1000,12161.0
Default,NA,158,-132.1844642377407,1000,12161.0
Default,NA,159,-131.0680430451829,1000,12161.0
Default,NA,160,-99.97844144572544,1000,12161.0
Default,NA,161,-136.74259852789984,1000,12161.0
Default,NA,162,-169.28291689640082,458,12161.0
Default,NA,163,-59.52002088304275,214,12161.0
Default,NA,164,-154.6082163538077,1000,12161.0
Default,NA,165,-147.1742703400926,559,12161.0
Default,NA,166,-148.02792767308938,1000,12161.0
Default,NA,167,-162.53735953323977,1000,12161.0
Default,NA,168,-102.0739541050568,1000,12161.0
Default,NA,169,-131.79213530124608,1000,12161.0
Default,NA,170,-120.44470468009212,1000,12161.0
Default,NA,171,-133.63427196183133,1000,12161.0
Default,NA,172,-343.42929927621486,152,12161.0
Default,NA,173,-121.36551919846305,1000,12161.0
Default,NA,174,-178.22284125985743,1000,12161.0
Default,NA,175,-301.21624911126605,907,12161.0
